hotel_name,food_type,location,rating,delivery_time,percentage_off,amount_off
only roti's,desserts,malad west,4.5,68,30.0,150.0
om snacks,"pizzas, pastas",goregaon,4.5,49,0.0,0.0
golden leaf restaurant,"chinese, street food, south indian",kandivali west,4.4,50,0.0,100.0
the local eatery,"indian, chinese",malad west,4.3,50,0.0,0.0
nityanand lunch home and hotel,"biryani, tandoor, chinese",jog gor east,3.8,47,10.0,1000.0
street gourmet,"south indian, indian, chinese",borivali west,4.1,40,0.0,0.0
spirit kitchen and bar,"indian, chinese",borivali west,4.4,54,0.0,0.0
hotel shree prabhu niketan,"indian, chinese",malad east,4.3,41,0.0,0.0
image restaurant,"north indian, chinese, kebabs, biryani, mangalorean, desserts, tandoor",goregaon west,4.5,55,0.0,0.0
j.b.dynasty and malwani kalwan,"chinese, malwani, indian, oriental",malad west,4.4,48,10.0,1500.0
the mak broasted fastfood,"continental, italian",malad kan east,3.6,63,0.0,175.0
the veg treat celebrations,"south indian, punjabi, chinese, italian, mexican",dahisar,4.5,41,0.0,0.0
uncle's corner,"chinese, tandoor, seafood, thai, biryani, indian",borivali,4.4,61,0.0,0.0
enrich kulfi,"desserts, ice cream",malad west,4.6,40,0.0,100.0
fort kochi,"south indian, kerala",goregaon,4.2,53,0.0,0.0
samarth sagar (pure veg),"chinese, north indian, south indian, chaat",mumbai,4.1,50,0.0,0.0
schumania,"indian, chinese",borivali,4.3,52,0.0,100.0
rollzilla,north indian,kandivali west,4.2,43,0.0,0.0
healing rice bowls,"indian, south indian, punjabi",malad west,3.9,62,0.0,0.0
the big squeeze,"juices, healthy food, beverages",malad west,4.1,54,0.0,40.0
"kbc - kebaabs, biryani, curries","kebabs, biryani, north indian, indian, snacks",goregaon east,4.2,53,0.0,125.0
the chai fusion,"chinese, continental",borivali,4.3,48,10.0,100.0
ether atelier chocolate,"desserts, bakery",malad kan west,0.0,48,50.0,100.0
bombay fast food,fast food,borivali,0.0,43,0.0,0.0
cake valley,"bakery, desserts, beverages",malad kan west,0.0,0,30.0,150.0
cake & bake,bakery,borivali west,3.3,42,0.0,0.0
the lunchbox,"indian, thalis",malad kan east,0.0,42,0.0,0.0
hotel samadhan,"malwani, maharashtrian, indian",jog gor east,4.3,59,0.0,0.0
the waffle man from the house of cookieman,"waffle, desserts, ice cream",malad kan west,4.1,58,40.0,80.0
sigree global grill,"north indian, mughlai, kebabs, mediterranean, greek, turkish, lebanese",malad west,4.3,64,0.0,150.0
only parathas,"north indian, thalis, chaat, chinese, snacks, beverages",malad west,3.8,60,0.0,0.0
the king's field,"indian, chinese, tandoor, snacks",malad kan east,4.4,31,0.0,0.0
nagrik sweets and farsan,indian,dahisar,4.5,35,0.0,0.0
rashmin dairy farm,indian,malad kan east,4.1,32,0.0,0.0
bbc express-by borivali biryani centre,"biryani, chinese, north indian, punjabi, kebabs, afghani",borivali,4.4,35,0.0,0.0
emrik the cake point,"bakery, snacks, desserts",malad kan west,4.5,34,0.0,175.0
gayatri sweets and farsan,"north indian, fast food, south indian, sweets",borivali,4.4,35,0.0,0.0
riga chinese corner,"chinese, indian",dahisar,4.2,37,0.0,0.0
magari,"continental, italian, beverages",kandivali west,4.2,34,0.0,100.0
shaan hotel,"north indian, indian",malad kan east,3.8,37,50.0,1000.0
brijwasi sweets and snacks,sweets,kandivali west,3.9,36,0.0,100.0
pav bhaji klub,indian,borivali,4.3,36,0.0,150.0
tasty chinese hotel,chinese,malad kan east,4.5,36,30.0,150.0
wow bistro - evershine club,indian,kandivali east,4.8,46,0.0,0.0
h & charlie,"burgers, steakhouse, desserts, beverages, cafe, fast food, pastas",borivali west,4.3,58,0.0,175.0
royal manglore,meat,dahisar,0.0,0,0.0,0.0
healthy deck,"continental, beverages, keto, ice cream, salads",kandivali west,4.4,46,15.0,100.0
delhi darbar biryani hub,"biryani, north indian",malad kan east,4.1,44,0.0,0.0
burgizza,"pizzas, italian",malad west,4.4,56,0.0,100.0
celebrations by kilo,"north indian, chinese",jog gor east,3.9,52,0.0,0.0
houseboat cafe,"kerala, south indian",malad kan west,3.9,56,0.0,0.0
veg treat regalia,"north indian, indian, chinese, continental",borivali west,4.5,42,0.0,0.0
oh! it's fishy,"indian, tandoor, seafood, chinese",dahisar east,3.9,49,0.0,0.0
brijwasi snack foods,"snacks, street food, chaat, fast food",malad kan west,4.4,54,20.0,120.0
daffodils 23,"indian, chinese, beverages, mexican, continental",kandivali west,4.4,44,0.0,125.0
sumeruu,"chinese, indian",dahisar west,4.6,52,0.0,0.0
malvaniz,"malwani, seafood",malad kan east,4.1,57,0.0,0.0
jayesh food centre,chinese,malad east,4.1,44,0.0,0.0
the hangout pizza hub,pizzas,malad west,4.3,57,0.0,100.0
royale masterchef finedine,"indian, chinese, continental, mexican, lebanese",dahisar west,4.5,59,10.0,1500.0
subramanian snacks,"south indian, chinese, fast food, arabian, tandoor",goregaon,3.8,44,0.0,200.0
goaikar's goan cuisine,"north indian, seafood, snacks",borivali,4.1,41,0.0,0.0
the gratitude kitchen,"indian, burgers, snacks, fast food, salads, desserts",borivali,4.3,51,0.0,100.0
"kha - burgers, fries, fried chicken","burgers, american, fast food",malad kan west,4.3,47,0.0,0.0
hotel sampoorna samadhan (by hotel apala samadhan),"malwani, indian, north indian, chinese",borivali,4.2,53,0.0,0.0
zyka e lajawab,"chinese, street food, indian, kebabs, tandoor",malad kan west,3.9,65,25.0,125.0
maldrin's chinese restaurant,chinese,malad west,4.2,53,0.0,175.0
mishmashbakery,bakery,jog gor east,4.7,53,0.0,100.0
goan katta,"goan, seafood, indian, beverages",dahisar,4.3,44,0.0,0.0
the moveable feast,"north indian, chinese, mughlai, beverages, biryani",borivali west,4.3,51,0.0,250.0
sisho - oriental pure veg /jain,chinese,jog gor east,0.0,0,0.0,0.0
little west pizza,"pizzas, italian, beverages",dahisar,4.3,50,0.0,100.0
flavours 21,"chinese, lebanese, biryani, thai",malad east,0.0,0,20.0,700.0
top star,"indian, chinese, tandoor, biryani",kandivali west,3.7,49,0.0,0.0
fussion,"north indian, tandoor, mughlai, parsi, indian, american, desserts, ice cream",malad east,3.7,43,0.0,175.0
crab kolambi pomfret & more,"maharashtrian, seafood, biryani, desserts, thalis",pimpripada,4.3,54,0.0,0.0
amma's,"north indian, chinese, tandoor, beverages",chincholi cross road,4.4,46,0.0,0.0
classic comfort,"beverages, indian, chinese, south indian, fast food",jog gor east,4.2,49,0.0,0.0
papa's multi cuisine,indian,malad kan west,4.1,57,0.0,0.0
royal challenge,"indian, chinese",goregaon,4.6,52,0.0,0.0
the game ranch,"pizzas, north indian, burgers, asian, chinese",malad kan west,4.4,55,60.0,120.0
bajrang bhel puri,"snacks, chaat",malad west,4.3,43,0.0,0.0
sapna veg restaurant,"north indian, south indian",malad west,4.2,48,0.0,0.0
the shawarma fellow,arabian,malad west,4.2,45,0.0,250.0
olive bistro & bar,"indian, italian",goregaon east,4.1,55,0.0,175.0
waffle town,"waffle, desserts, beverages",malad kan west,0.0,50,0.0,0.0
garden court restaurant,"indian, chinese",malad west,4.3,60,0.0,0.0
adelkars kitchen,malwani,goregaon west,4.4,47,0.0,0.0
hill view,"indian, chinese",dahisar west,4.3,53,0.0,0.0
70's frogurt hood,"desserts, ice cream",malad west,4.3,48,0.0,175.0
smp express,"chinese, tandoor, indian, continental",goregaon east,4.4,50,0.0,175.0
gupta panipuri center,"chaat, snacks",kandivali west,0.0,0,0.0,0.0
malad marathi katta,"maharashtrian, biryani, indian",malad west,4.1,79,40.0,1000.0
cream lounge,"snacks, desserts, beverages, ice cream",borivali west,4.2,42,0.0,0.0
lassi & falooda co,"ice cream, beverages, juices, indian, snacks, healthy food",malad west,3.9,56,0.0,0.0
all about salads,"continental, healthy food, salads",malad kan west,3.9,48,0.0,125.0
gorai kinara,"malwani, chinese, north indian, beverages",borivali west,4.2,44,0.0,0.0
high on wok - sassy n saucy,"asian, chinese, salads",aarey road,4.1,48,0.0,0.0
flag's,"north indian, chinese, italian, thai, mexican",malad west,4.2,47,10.0,1200.0
namaskar,"indian, chinese, tandoor, biryani",borivali west,4.6,52,10.0,500.0
neelams pride,"chinese, indian, snacks",borivali west,4.5,49,0.0,0.0
natural fresh ice cream,"ice cream, beverages",malad kan east,3.5,43,0.0,0.0
hotel amantran,indian,malad kan east,4.2,41,0.0,0.0
agent jack's bar,"tandoor, chinese, pizzas, salads, indian, north indian, healthy food, pastas, jain",borivali west,4.2,52,0.0,0.0
new chopsticks,chinese,kandivali east,4.4,31,0.0,0.0
sagar sweets,"sweets, snacks, bakery",borivali,4.4,30,0.0,0.0
city samosa,"snacks, beverages",malad kan east,3.9,33,0.0,0.0
cake basket,"bakery, desserts",malad west,4.4,27,0.0,175.0
moviemax,"beverages, burgers",malad kan west,0.0,39,0.0,0.0
welcome fast food,"fast food, snacks",malad kan east,4.5,33,0.0,0.0
haagen dazs ice cream & desserts,"ice cream, desserts",matunga wadala,0.0,38,0.0,125.0
tea square bar,"pizzas, fast food, street food, juices, beverages",malad kan east,4.4,40,0.0,0.0
makabo by juice time,"north indian, chinese, beverages",borivali,4.3,32,0.0,175.0
new sheetal dugdhalaya,"desserts, sweets",malad kan west,4.6,35,0.0,0.0
malvani swad,"indian, north indian",malad kan east,4.2,41,20.0,50.0
snack shack,"north indian, snacks",borivali west,4.4,53,0.0,0.0
shanghai kitchen,"chinese, asian, thai, seafood, beverages",malad west,4.1,53,0.0,0.0
burrp pizza,"italian, pizzas",malad kan west,4.3,66,0.0,125.0
american pie - butter crust pizza,"pizzas, italian, pastas",malad kan west,4.6,57,60.0,120.0
pohewala,"snacks, fast food",jog gor west,0.0,46,0.0,0.0
momo's mealbox,"chinese, arabian, fast food, burgers, snacks, pastas",borivali,4.2,43,0.0,125.0
love & latte,"beverages, desserts, cafe, pizzas, snacks, waffle, pastas",malad west,4.2,51,0.0,175.0
sardaar ji,"north indian, snacks, chinese, desserts",malad kan east,4.3,60,0.0,0.0
cake heaven,"bakery, snacks",borivali,3.5,40,0.0,0.0
bamboo kitchen,"north indian, chinese, biryani, indian, tandoor, thai, continental",malad east,3.7,42,40.0,200.0
lassi wala,beverages,malad kan west,0.0,47,25.0,125.0
dharma's sandwich,"italian, american, grill, pizzas, pastas, snacks, beverages",borivali,3.6,48,0.0,0.0
hotel ballaleshwar,south indian,malad east,3.8,43,0.0,0.0
baithack,"beverages, fast food, snacks, burgers",malad kan west,3.7,44,0.0,125.0
great indian meals,"mangalorean, north indian, south indian, malwani",goregaon,3.8,55,15.0,800.0
gelato italiano - ice cream,"desserts, ice cream",goregaon east,3.3,41,0.0,150.0
brunch n munch,"european, american, continental, italian",malad west,4.5,50,0.0,0.0
ruchi restaurant,"italian, burgers, pizzas, pastas, continental",gor east,4.9,59,0.0,175.0
farzi cafe,indian,goregaon east,4.2,50,0.0,150.0
cococart,"desserts, sweets",jog gor east,4.6,48,0.0,175.0
kings kulfi,desserts,goregaon east,4.7,40,0.0,0.0
6th street yogurt,"desserts, ice cream",malad kan west,4.2,55,0.0,175.0
diya's kitchen,"south indian, snacks, juices, desserts",dahisar west,4.3,48,20.0,100.0
shamazing sugarfree desserts,"desserts, ice cream",evershine nagar,0.0,0,10.0,900.0
rosh & ron,"chinese, thai",bmc colony,4.2,54,15.0,80.0
sahara hotel,"chinese, continental",goregaon east,4.2,45,0.0,0.0
vedant kitchen,indian,malad kan east,4.5,44,0.0,0.0
chai vibhaag,"indian, beverages, snacks",aarey road,4.4,44,0.0,0.0
potlibabas kitchen,"malwani, biryani, seafood, salads",borivali,4.2,53,0.0,0.0
food lord - the dining bar,"chinese, continental, indian",borivali west,4.3,43,10.0,600.0
sweet heart cakes and more,desserts,kandivali west,3.6,50,0.0,250.0
anna dosa point,south indian,goregaon west,3.3,46,0.0,0.0
joyful pizza,"pizzas, italian, desserts, beverages",borivali,4.1,40,0.0,175.0
the chinese corner,"chinese, lebanese",jog gor east,2.6,50,0.0,0.0
bao bao,"asian, chinese, beverages",malad kan west,4.5,49,0.0,100.0
egg station,"indian, snacks",malad kan west,4.7,50,0.0,0.0
purohit sweets,"sweets, fast food, desserts",borivali,4.5,27,0.0,100.0
rajus fast food,fast food,dahisar,0.0,0,0.0,0.0
yummy cake,"bakery, desserts",dahisar west,4.1,39,0.0,0.0
maxus cakes,bakery,malad kan west,3.6,30,0.0,0.0
world famous paratha,"indian, beverages",borivali,4.8,35,0.0,0.0
swadesi dairy products,"desserts, sweets",kandivali west,4.5,30,0.0,0.0
detox cold pressed juice bar,"beverages, juices",dahisar east,4.7,35,0.0,150.0
sri ram kulfi and ice creams,"desserts, ice cream",malad kan west,0.0,34,0.0,0.0
lavista cake shop,desserts,malad east,3.4,32,0.0,0.0
davat fast food,"arabian, chinese",malad kan east,4.5,35,20.0,50.0
golden family restaurant,"continental, oriental, asian",borivali,2.2,37,0.0,0.0
ek batta do,"beverages, snacks, burgers, pastas",borivali,4.5,38,0.0,0.0
centre point dhaba,"north indian, chinese, snacks",borivali,4.3,34,10.0,1000.0
red indian sizzlers,"pizzas, chinese, continental",kandivali west,4.5,37,0.0,0.0
brownie point cakes shop frenchaies,"indian, bakery, desserts",borivali,4.4,26,0.0,100.0
super (borivali),"chinese, fast food",dahisar,4.3,39,0.0,0.0
the italian oven,pizzas,malad kan west,0.0,52,0.0,250.0
maa laads kitchen,"home food, rajasthani, north indian, indian",malad west,0.0,0,0.0,0.0
the dragon house,"chinese, asian, thai, seafood",malad kan west,4.3,51,0.0,0.0
crazy dough pizza,"continental, italian",borivali west,4.1,43,0.0,0.0
charlie's chimney,"chinese, biryani",malad kan west,0.0,0,0.0,0.0
panchmukhi,"indian, north indian, chinese, tandoor",rajan pada,4.6,55,0.0,0.0
hotel side walk,"indian, chinese",dahisar east,4.3,40,0.0,0.0
rustam darbar,"chinese, north indian, mughlai",malad kan west,3.6,48,0.0,200.0
first bytes of home,"maharashtrian, street food, fast food",borivali,4.4,50,0.0,0.0
aadu's kitchen,"chinese, thai, indian, snacks",kandivali east,4.5,41,10.0,1500.0
pappis kitchen,"indian, chinese",borivali west,4.3,42,0.0,0.0
hotel kokan kinara,"north indian, seafood, chinese, tandoor",borivali,4.2,53,0.0,0.0
urban bawarchi,"snacks, biryani, desserts",dahisar,4.6,45,0.0,0.0
bubble tea (badabing badaboom),beverages,malad kan west,4.3,54,0.0,0.0
break fast choice,snacks,goregaon,3.7,56,0.0,0.0
al's kitchen & grill,"indian, chinese, thai, tandoor, fast food",malad west,4.6,54,0.0,0.0
geeta z veg hub & tiffin service,"indian, snacks, north indian",dahisar,4.5,48,0.0,0.0
q fussion,chinese,borivali,0.0,0,0.0,0.0
urban aladdin,"tandoor, mughlai, chinese, thai, biryani, north indian, pizzas",malad west,4.3,54,0.0,0.0
sultanate biryani by purple foods,"biryani, north indian, indian",malad east,0.0,45,0.0,100.0
royal chinese corner,chinese,dahisar,0.0,0,0.0,0.0
star biryani,biryani,malad kan east,0.0,46,0.0,0.0
mad over momos,chinese,jog gor east,0.0,53,0.0,0.0
marhaba,chinese,malad kan west,4.6,60,0.0,0.0
firangi burgers,"fast food, pizzas, chinese, beverages",jog gor west,0.0,52,0.0,0.0
huber and holly,"ice cream, desserts",malad west,0.0,0,0.0,0.0
the bihari studio,indian,kandivali east lokhandwala,4.4,51,0.0,0.0
franco's pizzeria,"pizzas, pastas, fast food, italian",kandivali west,4.2,40,30.0,150.0
farmhouse brass anchor,"asian, continental",borivali,4.4,42,0.0,0.0
pednekar kitchen,seafood,kandivali east,3.9,49,0.0,0.0
the fusion express,"north indian, chinese, tandoor, biryani",kandivali,4.1,50,30.0,150.0
olive garden,"north indian, italian, mexican",borivali west,3.9,40,0.0,0.0
has juice & more,"south indian, north indian, chinese, desserts",goregaon east,4.1,42,0.0,0.0
b for biryani,"north indian, biryani, kebabs, chinese, asian, thai, mughlai",malad west,4.3,55,0.0,0.0
kwanz,"chinese, indian, biryani",malad kan east,4.6,25,0.0,0.0
moyra da,"bengali, sweets, snacks",malad kan east,2.8,17,20.0,50.0
bhimji and sons,sweets,malad kan east,0.0,13,30.0,75.0
hapningzs,"chinese, indian, tandoor, biryani",kandivali borivali east,4.7,49,0.0,0.0
tandoor cafe,beverages,kandivali east,2.7,33,0.0,0.0
from the wok,chinese,malad kan east,4.7,23,20.0,700.0
little cherry,desserts,malad kan east,0.0,0,0.0,0.0
fizzy thakur village,"beverages, desserts, fast food",malad kan east,0.0,23,0.0,0.0
kulhad rani,"beverages, snacks, chinese",malad kan east,3.9,27,40.0,200.0
bottle booth,beverages,malad kan east,2.8,23,0.0,0.0
99 waffles,"waffle, desserts, beverages",mahavir nagar,3.9,31,0.0,100.0
akkad bakkad bombay boom,"fast food, italian, beverages",kandivali east,3.8,33,0.0,0.0
the foodstagram,"indian, chinese, biryani, beverages",kandivali east,4.3,33,20.0,50.0
dessero cake shop,"bakery, desserts, waffle, beverages, burgers",borivali,4.5,42,0.0,0.0
china wok,"chinese, north indian",dahisar,0.0,46,0.0,0.0
chef's corner,"italian-american, mexican, snacks",jog gor east,0.0,52,0.0,0.0
tasty corner,indian,malad kan east,0.0,40,0.0,0.0
effingut,"continental, italian",malad west,0.0,47,0.0,0.0
swad deshi mataka,"biryani, indian",borivali east,4.5,45,0.0,0.0
crave kitchen,"burgers, beverages, snacks",malad kan east,0.0,24,0.0,0.0
boba and mocha,beverages,malad kan east,4.8,15,0.0,0.0
dharma's sandwich - thakur village,"pizzas, north indian, grill, beverages",kandivali east,4.1,31,20.0,50.0
subhash pan bhandar and coldrinks,paan,malad kan east,4.5,21,0.0,100.0
santushti shakes and more,"desserts, waffle, ice cream",malad kan east,4.5,19,0.0,0.0
spicy dajiba,"indian, snacks, beverages",evershine millanium paradise,0.0,23,20.0,50.0
shahi caterers,"biryani, indian",borivali,3.9,31,0.0,0.0
janta farsan and sweets,"sweets, snacks, indian",malad east,4.4,34,0.0,0.0
surti egg point,indian,borivali,3.9,34,0.0,0.0
mh11 assal missal,"street food, maharashtrian, indian",dahisar,4.1,30,20.0,120.0
momos canteen,"chinese, tibetan",dahisar east,0.0,0,0.0,0.0
nuvola gelato,ice cream,"kandivali, malad east",4.6,14,0.0,0.0
western tadka,"italian, north indian, south indian, beverages, snacks, american, chinese, salads, rajasthani, tandoor, lebanese, hyderabadi, kebabs, juices, biryani",borivali west,3.8,39,35.0,175.0
kanha sweets snacks and dryfruit,"snacks, chaat, sweets, beverages, desserts",borivali,3.7,34,0.0,0.0
momo guy,"chinese, fast food, beverages",borivali,3.7,46,0.0,175.0
# vegan,"north indian, chinese",borivali,4.7,46,0.0,175.0
bhau cha dhakka,"indian, chinese, north indian",dahisar west,3.8,50,0.0,0.0
viola patisserie,desserts,g2 garnet palladium,0.0,0,0.0,0.0
my little cafe,"cafe, pizzas",jog gor east,0.0,0,0.0,0.0
hotel sekar,south indian,borivali,4.8,45,0.0,0.0
sultans deli,"arabian, lebanese",malad west,4.3,57,20.0,100.0
mexichino,"mexican, chinese",borivali west,4.4,41,0.0,0.0
rtc 2 - rolls and chicken grills,"snacks, fast food, north indian, street food",dahisar west,4.1,45,0.0,175.0
soda frankie hub,"indian, fast food",malad kan west,4.1,49,0.0,0.0
sheik's shawarma,"lebanese, mediterranean, arabian, middle eastern, beverages, desserts, bakery, jain",jog gor east,4.3,47,0.0,175.0
mastee,"italian, continental",borivali west,0.0,0,0.0,0.0
the veg treat legacy,"chinese, south indian, biryani, indian",borivali,4.4,40,10.0,600.0
the china kitchen,"chinese, indian",jog gor east,0.0,50,0.0,0.0
monopoly restaurant & juice house,"continental, beverages",malad west,3.7,51,0.0,0.0
laxmi vilas,"north indian, chinese, seafood",daftary road,4.3,49,15.0,100.0
pritam fast food,"chinese, beverages, south indian, indian, fast food",jog gor east,4.2,44,0.0,0.0
smoothie bar inc,"juices, beverages",malad west,4.1,50,0.0,125.0
bombay cycle cafe,pizzas,borivali,4.4,45,25.0,125.0
white house cafe,"italian, beverages",borivali,4.1,58,0.0,150.0
shuddhi,"north indian, chinese",malad west,4.4,61,0.0,0.0
muchhad paanwala,paan,borivali west,4.5,44,0.0,0.0
parathas and meals,indian,ganesh chowk,4.6,58,0.0,0.0
bangalore iyyangars bakery,bakery,malad kan west,4.4,45,0.0,0.0
suriya's kitchen,"thai, chinese, asian",borivali,4.3,53,0.0,100.0
the hangout burger hub,"fast food, snacks, american",malad west,4.5,57,0.0,0.0
the grove kitchen and bar,indian,dahisar,0.0,0,30.0,150.0
shree seva foods,"bakery, desserts, snacks",borivali,0.0,53,0.0,0.0
aaradhya family chinese corner,chinese,borivali west,3.9,47,0.0,0.0
sam snacks,"indian, south indian",malad east,4.6,60,0.0,0.0
bollywood burger & waffles co,indian,dahisar west,3.9,45,0.0,175.0
sweet touch by landmark,"desserts, sweets",malad kan west,3.7,59,0.0,100.0
moktu,chinese,malad kan west,4.7,56,0.0,0.0
natural juice center,"beverages, ice cream",malad kan west,2.9,46,0.0,0.0
the boat club,"indian, thai",dahisar east,4.3,53,0.0,0.0
masala mastee,"maharashtrian, north indian, chinese, fast food",borivali west,4.6,50,0.0,0.0
hotel navbharat,"chinese, indian, beverages",malad east,4.3,45,0.0,0.0
coastal food and spirits,"indian, chinese",malad west,4.4,63,0.0,0.0
hotel lotus court,"indian, chinese",dahisar,4.3,54,0.0,0.0
soonli chinese restaurant,chinese,malad west,4.4,60,0.0,0.0
raju's asian corner,"indian, chinese, tandoor",borivali,4.1,41,0.0,175.0
maratha biryani center,"biryani, chinese, mughlai, north indian, tandoor",jog gor east,0.0,0,0.0,0.0
flag's iii,"indian, continental, chinese, italian",borivali,3.8,49,10.0,1300.0
aai krupa fast food,snacks,borivali,3.8,42,0.0,0.0
ashoka restaurant & bar,indian,malad west,4.3,51,0.0,0.0
mizuna the oriental place,"chinese, fast food, snacks, asian",kandivali west,4.3,60,30.0,150.0
jaya's kitchen,"chinese, indian",malad kan west,3.9,49,0.0,0.0
crazy cakes,"desserts, bakery",kandivali east,0.0,28,10.0,159.0
happy moments,bakery,borivali,0.0,32,0.0,0.0
the shivaay,"indian, chinese, continental",kandivali east,0.0,0,0.0,0.0
bombay sweets,"sweets, desserts",borivali,3.5,28,0.0,0.0
banglore iyangar's bekery,bakery,dahisar,4.6,23,0.0,0.0
radha krishna hotel,"indian, tandoor",borivali,3.6,26,0.0,0.0
da krem - home of fresh baking.,"bakery, desserts",borivali,4.2,29,0.0,0.0
laxmi sweets and thaali,north indian,borivali,4.6,34,0.0,0.0
madhav fast food and juice center,"beverages, indian, fast food, south indian, burgers, pizzas, snacks",borivali,4.3,34,20.0,350.0
pooja pav bhaji and snacks corner,"fast food, indian, chinese",malad kan east,0.0,35,50.0,100.0
shetty tea and snacks center,"snacks, south indian",malad kan east,4.2,44,0.0,0.0
cherry & chocolatte,"bakery, desserts",bandra west,0.0,43,20.0,50.0
maharaja darbar,"north indian, chinese, south indian, burgers, pizzas, bakery, beverages",gandhare road,0.0,41,30.0,150.0
meal by kilo,"north indian, south indian, chinese",borivali,3.9,40,0.0,0.0
bhajiyawala & co,"indian, italian-american, continental, lebanese",borivali west,3.9,40,30.0,150.0
north punjabi kitchen,"north indian, punjabi, maharashtrian, indian",kandivali east,3.8,41,10.0,40.0
prasadam,indian,borivali,3.4,37,0.0,0.0
mumbai fast food,"fast food, snacks, pizzas, beverages",borivali,4.1,39,0.0,0.0
joye's pizzeria,"chinese, desserts, burgers, pizzas, italian",kandivali east,3.7,38,50.0,100.0
hotel regency,chinese,jog gor east,0.0,28,0.0,0.0
savory kitchen,"indian, bengali",borivali east,4.2,35,0.0,0.0
tavola restaurant,"indian, biryani, chinese, pizzas, seafood",borivali,4.3,30,0.0,0.0
vijay pure veg,chinese,kandivali east,4.6,31,0.0,0.0
konkan kubera,"chinese, north indian, seafood",borivali,4.1,36,0.0,0.0
spaghetto,"italian, beverages",malad kan east,0.0,34,50.0,100.0
froozo,"pizzas, beverages, burgers, desserts",malad west,3.7,50,30.0,150.0
chinese foodie,"chinese, thai",malad east,3.7,43,40.0,200.0
chinese katta,"chinese, snacks",dahisar,0.0,47,0.0,200.0
cake culture,bakery,borivali west,2.6,42,0.0,0.0
phat fork chinese,"chinese, asian, thai",malad kan west,4.5,55,0.0,125.0
yummy shawarma,"arabian, burgers, kebabs, snacks, beverages",malad kan west,0.0,45,50.0,250.0
panda momos,"asian, chinese, tibetan, beverages, desserts",borivali,3.9,42,0.0,175.0
the chinese house,chinese,jog gor east,0.0,59,0.0,250.0
london dairy,punjabi,dahisar,3.8,36,0.0,0.0
pure veg bowls & meals,"healthy food, pizzas, north indian, thalis, biryani, chinese",gorai road,0.0,0,0.0,0.0
the cake house,desserts,kandivali west,3.8,39,0.0,0.0
wack waffles & brownies,"waffle, bakery, desserts, beverages, ice cream",borivali,4.1,38,0.0,175.0
miami waffle & jawbreakers,"waffle, bakery, desserts, bengali",borivali,0.0,0,0.0,175.0
winners pizza (fresh dough),"pizzas, italian, desserts, beverages",borivali,3.8,39,0.0,175.0
green dot pizza,"pizzas, italian, desserts, beverages",borivali,0.0,0,0.0,175.0
maska chaska,"chinese, pizzas",borivali,0.0,36,0.0,175.0
cake4u,desserts,kandivali east,4.3,28,0.0,0.0
jenny's brownies,"waffle, bakery, ice cream, desserts, beverages",borivali,4.4,30,0.0,175.0
cafe k2k,indian,malad kan east,0.0,38,20.0,100.0
nomad salad,"salads, healthy food",malad kan west,4.3,55,0.0,175.0
food express,"fast food, italian, snacks",malad,4.4,52,0.0,0.0
wendy's flavor fresh burgers,"burgers, american, fast food, snacks, beverages",goregaon,0.0,43,0.0,125.0
mummy's kitchen,"street food, south indian",borivali,3.5,61,10.0,100.0
cake zone,"bakery, desserts",borivali,4.2,40,0.0,0.0
cake point,cafe,malad east,2.4,40,30.0,150.0
mumma's kitchen,north indian,borivali west,4.2,44,0.0,175.0
friends fast food,"chinese, indian",kandivali west,4.5,43,0.0,0.0
food hub,chinese,malad west,4.4,49,20.0,120.0
vital bowls,"healthy food, salads, beverages, keto",goregaon,0.0,50,0.0,125.0
wakka makka chinese,"chinese, asian, desserts, beverages",borivali,0.0,0,0.0,175.0
tea villa cafe,"beverages, asian, italian-american, arabian, japanese, fast food, waffle, salads",borivali,0.0,0,0.0,0.0
shawarma corner,arabian,malad kan east,0.0,0,50.0,250.0
the sandwich house,"snacks, fast food, pizzas, american, desserts",borivali west,3.7,46,0.0,0.0
celebrate with cake,bakery,malad kan east,0.0,27,0.0,0.0
live puff factory,snacks,borivali,0.0,29,0.0,0.0
sanjog restaurant,"indian, kebabs, chinese, tandoor, biryani, beverages, juices",dahisar,3.9,32,0.0,0.0
bottoms up,beverages,borivali,4.7,29,0.0,0.0
minus zero degree icecreams,"desserts, ice cream, beverages",borivali,4.3,26,0.0,0.0
tea pea,"italian, beverages, desserts, snacks, fast food, chaat, american",borivali,4.2,32,0.0,0.0
wedeshi canteen,"waffle, desserts",borivali east,0.0,0,0.0,0.0
pizza mania,"pizzas, fast food",jog gor east,4.1,47,0.0,0.0
miami shakes & more,"desserts, beverages",borivali,3.8,33,0.0,175.0
chinese adda,"chinese, fast food, italian",dahisar,3.4,44,0.0,0.0
blackbun,bakery,malad kan east,4.3,36,20.0,50.0
subhash paan bhandar,indian,kandivali west,4.4,34,0.0,0.0
mcf - v kitchen,"indian, chinese",borivali west,4.2,39,0.0,0.0
shegaon kachori - maha 203,snacks,malad kan west,4.7,34,0.0,0.0
pooja malai gola,desserts,malad kan east,3.9,30,0.0,0.0
bake & bite,bakery,dahisar,4.3,31,0.0,175.0
shree balaji foods,fast food,malad kan east,4.1,35,0.0,0.0
shree rameshwar ice cream and falooda,"ice cream, beverages",jog gor east,4.6,37,0.0,0.0
baskin robbins,ice cream,malad kan east,0.0,38,0.0,0.0
